"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 2","text-lg","text-2xs","text-sm 2","whitespace-pre-wrap","whitespace-pre-wrap 2","text-xs 3","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 4","text-lg 2","text-2xs 3","text-sm 4","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 5","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 6","text-lg 3","text-2xs 5","text-sm 6","whitespace-pre-wrap 5","text-xs 7","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 7","text-xs 8","text-lg 4","text-2xs 7","text-2xs 8","relative src 4","inline-flex src","text-xs 9","inline-flex src 2","w-auto src"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-burger-wagyu-mb4-5/p/1908509","Australian Wagyu Beef Burger Patty MB 4-5","150g - Approx 7 pieces/KG","22",".35","","Only 3 left","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-leg-dc-/p/2258149","Australian Lamb Leg Import","2.60KG","194",".97","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/chicken-leg/alyoum-fresh-drumsticks-450g/p/1783894","Alyoum Premium Fresh Chicken Drumsticks 450g","AED 34.42 per Kilo","15",".49","","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-thin-slice-di/p/2288473","Dutch Veal Thin Slice Import","250g - Approx 4 pieces/KG","22",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-heart-300g-150g-free/p/1814566","Alyoum Frozen Chicken Hearts 450g","500g - Approx 2 pieces/KG","7",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-cubes-di/p/2288401","Dutch Veal Cubes Import","500g - Approx 2 pieces/KG","45",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-kofta-dc-/p/2290809","South African Beef Kofta Import","500g - Approx 2 pieces/KG","25",".00","","","Extra 10% off, code - FOOD10","","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-rump-steak-dc-fp-/p/2252384","Brazilian Beef Rump Steak Import","","32",".95","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-gizzard-300g-150g-free/p/1814565","Alyoum Frozen Chicken Gizzards 450g","500g - Approx 2 pieces/KG","7",".99","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-thin-slice-dc-/p/2252387","Brazilian Beef Thin Slice Import","250g - Approx 4 pieces/KG","25",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-escalope-di/p/2288379","Dutch Veal Escalope Import","AED 20.64 per Kilo","25",".00","","","","","","https://www.carrefouruae.com/mafuae/en/chicken-wings/alyoum-fresh-chicken-wings-450g/p/1783891","Alyoum Fresh Chicken Wings 450g","","9",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-stew-di-tr-/p/2258094","Australian Lamb  Carcass Stew Import","500g - Approx 2 pieces/KG","34",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-mince-meat-di/p/2288388","Dutch Veal Mince Import","500g - Approx 2 pieces/KG","45",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-leg-slice-marinated-dc-/p/2258139","Australian Lamb Leg Slice Marinated Import","500g - Approx 2 pieces/KG","40",".00","","","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1-1kgx2/p/1310422","Al Khazna Whole Chicken 1.1kg Pack of 2","AED 21.27 per Kilo","46",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-rawdah-chicken-mince-500g/p/12485","Al Rawdah Fresh Chicken Meat Mince 500g","AED 36.58 per Kilo","18",".29","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-topside-steak-dc-fp-/p/2251528","Brazilian Beef Topside Steak Import","500g - Approx 2 pieces/KG","29",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-ribeye-di/p/2291042","South African Beef Ribeye Import","500g - Approx 2 pieces/KG","50",".00","","","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-mince-lowfat-di/p/2288397","Dutch Veal Mince Low Fat Import","500g - Approx 2 pieces/KG","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-stroganoff-di/p/2288374","Dutch Veal Stroganoff Import","500g - Approx 2 pieces/KG","54",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-fresh-chicken-thighs-450g/p/1783892","Alyoum Premium Fresh Chicken Thighs 450g","AED 33.31 per Kilo","14",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-cube-roll-mb-9-/p/1878426","Tajima Wagyu Ribeye 9+","250g - Approx 4 pieces/KG","199",".75","","","","","","https://www.carrefouruae.com/mafuae/en/mutton/aus-mutton-tenderloin-di-/p/2258107","Australian Mutton Tenderloin Import","150g - Approx 7 pieces/KG","17",".85","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-bones-dc-/p/2258123","Australian Lamb Bones Import","500g - Approx 2 pieces/KG","7",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-shoulder-di-tr-/p/2258143","Australian Lamb Carcass Shoulder Import","1.25KG - Approx 1 piece/KG","89",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-1300g/p/1090751","Alyoum Fresh Whole Chicken 1.3kg","AED 27.30 per Kilo","35",".49","","","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-fondue-di/p/2288419","Dutch Veal Fondue Import","500g - Approx 2 pieces/KG","54",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-striploin-mb-9-/p/1878421","Tajima Wagu Striploin  9+","250g - Approx 4 pieces/KG","199",".75","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1-2kgx2/p/1310423","Al Khazna Whole Chicken 1.2kg Pack of 2","220g - Approx 5 pieces/KG","49",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-tenderloin-mb-6-7/p/1878416","Australian Wagu Tenderloin Steak MB 6-7","500g - Approx 2 pieces/KG","164",".78","","","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-neck-di-tr-/p/2258128","Australian Lamb Carcass Neck Import","","35",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-cubes-lowfat-di/p/2288383","Dutch Veal Cubes Low Fat Import","500g - Approx 2 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-kofta-dc-/p/2287652","Pakistani Veal  Kofta Import","500g - Approx 2 pieces/KG","22",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-knuckle-steak-di/p/2288416","Dutch Veal Knuckle Steak Import","500g - Approx 2 pieces/KG","46",".50","","","Extra 10% off, code - FOOD10","","","https://www.carrefouruae.com/mafuae/en/lamb-goat/local-sudanese-lamb-carcass-tr-/p/954612","Sudanese Whole Lamb","12KG","839",".88","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-fresh-ckn-feet-500g/p/1259415","Al Ajban Fresh Chicken Feet 500g","AED 11.58 per Kilo","5",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-kofta-dc-/p/2288348","Dutch Veal Kofta Import","500g - Approx 2 pieces/KG","46",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/african-other-lamb/sa-dorper-lamb-shortloin-di/p/2288402","South African Dorper Lamb Shortloin Import","500g - Approx 2000 pieces/KG","27",".00","","","Extra 10% off, code - FOOD10","","","https://www.carrefouruae.com/mafuae/en/chicken-breast/al-rawdah-chickn-cuts-skinless-700g/p/1908941","Al Rawdah Skinless Cut Chilled Fresh Chicken 700g","","20",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-leg-di-tr-/p/2258113","Australian Lamb Carcass Leg Import","3.50KG","255",".46","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-kidney-dc-/p/2288984","Dutch Veal Kidney","500g - Approx 2 pieces/KG","30",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-topside-steak-di/p/2288360","Dutch Veal Topside Steak Import","500g - Approx 2 pieces/KG","54",".50","","","","","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-tomahawk-mb-9-/p/1878424","Tajima Wagyu Tomahawk 9+","1KG - Approx 1 piece/KG","559",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-thigh-fr-750g-150g-free/p/1943815","https://cdn.mafrservices.com/sys-master-root/h5f/h26/49347632726046/1943815_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-stew-dc-/p/2258150","Australian Lamb Stew Import","500g - Approx 2000 pieces/KG","31",".00","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack800gx2/p/1274435","https://cdn.mafrservices.com/sys-master-root/ha8/h36/13912630067230/1274435_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-800g/p/1090754","Alyoum Fresh Chicken Shrink Pack 800g","AED 26.24 per Kilo","20",".99","","Tod. 12:00 PM","Only 4 left","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-stew-dc-/p/2258150","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258150/1776070800/2258150_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-thigh-fr-750g-150g-free/p/1943815","Alyoum Fresh Chicken Thigh 900g","AED 28.88 per Kilo","25",".99","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-800g/p/1090754","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090754/1722568203/1090754_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack800gx2/p/1274435","Alyoum Fresh Chicken 800g Pack of 2","AED 24.68 per Kilo","39",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ain-chicken-minced-meat-500g/p/365821","https://cdn.mafrservices.com/sys-master-root/h76/ha8/13912946835486/365821_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-ckn-tray-pack-600gx2/p/1238619","Alyoum Fresh Chicken 600g Pack of 2","AED 24.99 per Kilo","29",".99","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-1200g/p/1090740","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090740/1773904022/1090740_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ain-chicken-minced-meat-500g/p/365821","Al Ain Fresh Chicken Minced 500g","AED 40.58 per Kilo","20",".29","","Only 3 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-ckn-tray-pack-600gx2/p/1238619","https://cdn.mafrservices.com/sys-master-root/he2/he4/15956793327646/1238619_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-rack-cap-on-dc-/p/2258100","Australian Lamb Rack Cap On Import","300g","44",".70","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-rack-cap-on-dc-/p/2258100","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258100/1776070800/2258100_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-1200g/p/1090740","Alyoum Fresh Chicken 1.2kg","","28",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-thin-slice-di/p/2288473","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288473/1774281600/2288473_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-burger-wagyu-mb4-5/p/1908509","Australian Wagyu Beef Burger Patty MB 4-5","150g - Approx 7 pieces/KG","22",".35","","Only 3 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken-leg/alyoum-fresh-drumsticks-450g/p/1783894","https://cdn.mafrservices.com/sys-master-root/hdc/h68/13185704362014/1783894_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-leg-dc-/p/2258149","Australian Lamb Leg Import","2.60KG","194",".97","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-burger-wagyu-mb4-5/p/1908509","https://cdn.mafrservices.com/pim-content/UAE/media/product/1908509/1768997400/1908509_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/alyoum-fresh-drumsticks-450g/p/1783894","Alyoum Premium Fresh Chicken Drumsticks 450g","AED 34.42 per Kilo","15",".49","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-leg-dc-/p/2258149","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258149/1775480400/2258149_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-thin-slice-di/p/2288473","Dutch Veal Thin Slice Import","250g - Approx 4 pieces/KG","22",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-rump-steak-dc-fp-/p/2252384","https://cdn.mafrservices.com/pim-content/UAE/media/product/2252384/1776070800/2252384_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-heart-300g-150g-free/p/1814566","Alyoum Frozen Chicken Hearts 450g","500g - Approx 2 pieces/KG","7",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-kofta-dc-/p/2290809","https://cdn.mafrservices.com/pim-content/UAE/media/product/2290809/1774257000/2290809_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-cubes-di/p/2288401","Dutch Veal Cubes Import","500g - Approx 2 pieces/KG","45",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-heart-300g-150g-free/p/1814566","https://cdn.mafrservices.com/sys-master-root/hc8/h49/52720614408222/1814566_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-kofta-dc-/p/2290809","South African Beef Kofta Import","500g - Approx 2 pieces/KG","25",".00","","","Extra 10% off, code - FOOD10","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-cubes-di/p/2288401","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288401/1774346400/2288401_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-rump-steak-dc-fp-/p/2252384","Brazilian Beef Rump Steak Import","","32",".95","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-gizzard-300g-150g-free/p/1814565","https://cdn.mafrservices.com/sys-master-root/hc0/h57/52720614834206/1814565_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/poultry-offals/alyoum-fr-gizzard-300g-150g-free/p/1814565","Alyoum Frozen Chicken Gizzards 450g","500g - Approx 2 pieces/KG","7",".99","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-wings/alyoum-fresh-chicken-wings-450g/p/1783891","https://cdn.mafrservices.com/sys-master-root/h01/ha6/13300645298206/1783891_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-thin-slice-dc-/p/2252387","Brazilian Beef Thin Slice Import","250g - Approx 4 pieces/KG","25",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-thin-slice-dc-/p/2252387","https://cdn.mafrservices.com/pim-content/UAE/media/product/2252387/1776070800/2252387_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-escalope-di/p/2288379","Dutch Veal Escalope Import","AED 20.64 per Kilo","25",".00","","","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-escalope-di/p/2288379","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288379/1774346400/2288379_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-wings/alyoum-fresh-chicken-wings-450g/p/1783891","Alyoum Fresh Chicken Wings 450g","","9",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-rawdah-chicken-mince-500g/p/12485","https://cdn.mafrservices.com/sys-master-root/h6e/h61/28546429321246/12485_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-rawdah-chicken-mince-500g/p/12485","Al Rawdah Fresh Chicken Meat Mince 500g","AED 36.58 per Kilo","18",".29","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-mince-lowfat-di/p/2288397","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288397/1774346400/2288397_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-topside-steak-dc-fp-/p/2251528","Brazilian Beef Topside Steak Import","500g - Approx 2 pieces/KG","29",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-topside-steak-dc-fp-/p/2251528","https://cdn.mafrservices.com/pim-content/UAE/media/product/2251528/1776070800/2251528_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-ribeye-di/p/2291042","South African Beef Ribeye Import","500g - Approx 2 pieces/KG","50",".00","","","","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-ribeye-di/p/2291042","https://cdn.mafrservices.com/pim-content/UAE/media/product/2291042/1774360800/2291042_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-mince-lowfat-di/p/2288397","Dutch Veal Mince Low Fat Import","500g - Approx 2 pieces/KG","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/mutton/aus-mutton-tenderloin-di-/p/2258107","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258107/1771908928/2258107_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-stroganoff-di/p/2288374","Dutch Veal Stroganoff Import","500g - Approx 2 pieces/KG","54",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-cube-roll-mb-9-/p/1878426","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878426/1775656800/1878426_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-fresh-chicken-thighs-450g/p/1783892","Alyoum Premium Fresh Chicken Thighs 450g","AED 33.31 per Kilo","14",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/holand-veal/dutch-veal-stroganoff-di/p/2288374","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288374/1774346400/2288374_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-cube-roll-mb-9-/p/1878426","Tajima Wagyu Ribeye 9+","250g - Approx 4 pieces/KG","199",".75","","","","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-fresh-chicken-thighs-450g/p/1783892","https://cdn.mafrservices.com/sys-master-root/h44/h6c/13185704263710/1783892_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/aus-mutton-tenderloin-di-/p/2258107","Australian Mutton Tenderloin Import","150g - Approx 7 pieces/KG","17",".85","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1-2kgx2/p/1310423","https://cdn.mafrservices.com/pim-content/UAE/media/product/1310423/1764245404/1310423_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-striploin-mb-9-/p/1878421","Tajima Wagu Striploin  9+","250g - Approx 4 pieces/KG","199",".75","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-neck-di-tr-/p/2258128","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258128/1777971000/2258128_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1-2kgx2/p/1310423","Al Khazna Whole Chicken 1.2kg Pack of 2","220g - Approx 5 pieces/KG","49",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-striploin-mb-9-/p/1878421","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878421/1775656800/1878421_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-tenderloin-mb-6-7/p/1878416","Australian Wagu Tenderloin Steak MB 6-7","500g - Approx 2 pieces/KG","164",".78","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-wagyu-tenderloin-mb-6-7/p/1878416","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878416/1777291800/1878416_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-neck-di-tr-/p/2258128","Australian Lamb Carcass Neck Import","","35",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
