"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","whitespace-pre-wrap 2","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 6","text-lg 2","text-2xs 3","text-2xs 4","relative src 2","whitespace-pre-wrap 3","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 8","text-lg 3","text-2xs 5","whitespace-pre-wrap 4","whitespace-pre-wrap 5","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 6","text-xs 9","text-lg 4","text-2xs 7","whitespace-pre-wrap 6"
"","https://www.carrefouruae.com/mafuae/en/chicken/nova-randa-chicken-mort-mexican/p/1871971","https://cdn.mafrservices.com/sys-master-root/h3b/h61/49111778328606/1871971_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/nova-randa-chicken-mort-mexican/p/1871971","Nova Randa Mexican Chicken Mortadella","500g - Approx 67 pieces/KG","15",".25","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/fireball-dark-turkey-breast-roasted/p/1872324","https://cdn.mafrservices.com/pim-content/UAE/media/product/1872324/1771326803/1872324_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/fireball-dark-turkey-breast-roasted/p/1872324","Fireball Dark Roasted Turkey Breast","150g - Approx 50 pieces/KG","14",".92","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortadella-plain/p/1871987","https://cdn.mafrservices.com/sys-master-root/h38/h64/49111778263070/1871987_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortadella-plain/p/1871987","Nova Randa Plain Beef Mortadella","500g - Approx 67 pieces/KG","15",".25","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortadella-olives/p/1871967","https://cdn.mafrservices.com/sys-master-root/h35/hdc/49111776821278/1871967_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortadella-olives/p/1871967","Nova Randa Beef Mortadella with Olives","500g - Approx 67 pieces/KG","15",".25","Only 3 left"
"","https://www.carrefouruae.com/mafuae/en/pickles/red-cherry-pepper-golden-plate/p/2037625","https://cdn.mafrservices.com/pim-content/UAE/media/product/2037625/1755499076/2037625_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/red-cherry-pepper-golden-plate/p/2037625","Red Cherry Pepper Golden Plate","250g - Approx 4 pieces/KG","7",".00","Only 1 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stuffed-spanish/p/66514","https://cdn.mafrservices.com/pim-content/UAE/media/product/66514/1756796480/66514_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/hana-beef-mortadella-olives/p/1871977","Hana Beef Mortadella Olives","500g - Approx 67 pieces/KG","16",".25","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","https://www.carrefouruae.com/mafuae/en/pickles/egyptian-mix-pickles-600g/p/1872599","https://cdn.mafrservices.com/pim-content/UAE/media/product/1872599/1736226603/1872599_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stuffed-spanish/p/66514","Olives Green Stuffed Spanish","250g - Approx 40 pieces/KG","8",".12","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/hana-beef-mortadella-olives/p/1871977","https://cdn.mafrservices.com/sys-master-root/h42/hc0/49111777673246/1871977_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/egyptian-mix-pickles-600g/p/1872599","Balade Egyptian Mix Pickles 600g","","8",".49","Tod. 12:00 PM"
"","https://www.carrefouruae.com/mafuae/en/chicken/nova-randa-chicken-mort-olives/p/1871970","https://cdn.mafrservices.com/sys-master-root/h1c/h4c/49111778983966/1871970_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/nova-randa-chicken-mort-olives/p/1871970","Nova Randa Chicken Mortadella with Olives","500g - Approx 67 pieces/KG","15",".25","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/pickles/magdous-oil-syrian-sty-jordan-700g/p/1367157","https://cdn.mafrservices.com/pim-content/UAE/media/product/1367157/1739458803/1367157_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/magdous-oil-syrian-sty-jordan-700g/p/1367157","Magdous Oil 700g","AED 44.27 per Kilo","30",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stufed-carrots/p/1117449","https://cdn.mafrservices.com/pim-content/UAE/media/product/1117449/1756976637/1117449_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/tulkarem-smoke-turkey-mort-olives/p/1877043","Tulkarem Smoked Turkey Mortadella with Olives","200g - Approx 67 pieces/KG","7",".10","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/tulkarem-smoke-turkey-mort-olives/p/1877043","https://cdn.mafrservices.com/sys-master-root/h76/hfd/33682977914910/1877043_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stufed-carrots/p/1117449","Carrot-Stuffed Green Olives","200g - Approx 5 pieces/KG","10",".10",""
"","https://www.carrefouruae.com/mafuae/en/chicken/crf-mortad-roll-chick-oliv-250g/p/1450345","https://cdn.mafrservices.com/sys-master-root/h80/h31/26880084246558/1450345_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/crf-mortad-roll-chick-oliv-250g/p/1450345","Carrefour Olives Chicken Mortadella Rolls 250g","AED 25.16 per Kilo","6",".29","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/antipasti/mussels-in-oil/p/1083904","https://cdn.mafrservices.com/pim-content/UAE/media/product/1083904/1750083003/1083904_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/antipasti/mussels-in-oil/p/1083904","Renna Mussels In Oil","100g - Approx 10 pieces/KG","14",".90","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortaella-mexican/p/1871968","https://cdn.mafrservices.com/sys-master-root/h5e/hc1/49111776067614/1871968_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-mort-olive-500g/p/1311783","Siniora Beef Mortadella with Olives 500g","AED 40.98 per Kilo","20",".49","Only 2 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-mort-olive-500g/p/1311783","https://cdn.mafrservices.com/sys-master-root/h84/hd0/28431533932574/1311783_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/nova-randa-beef-mortaella-mexican/p/1871968","Nova Randa Mexican Beef Mortadella","500g - Approx 67 pieces/KG","15",".25","Only 3 left"
"Extra 10% off, code - FOOD10","https://www.carrefouruae.com/mafuae/en/pickles/mix-pickles-lebanon-650g/p/1256864","https://cdn.mafrservices.com/sys-master-root/h9e/h97/11670497820702/1256864_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/mix-pickles-lebanon-650g/p/1256864","Mix Pickles Lebanon 650g","AED 20.75 per Kilo","13",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/tulkarem-smoke-beef-mort-plain/p/1877044","Tulkarem Smoked Plain Beef Mortadella","200g - Approx 67 pieces/KG","7",".10","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/jordan-green-olive-with-oil/p/1869671","ISL Green Olives in Oil (Jordan)","300g - Approx 3 pieces/KG","6",".75","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/hana-turkey-brest-tandoori/p/1881259","Hana Tandoori Turkey Breast","150g - Approx 50 pieces/KG","13",".57",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/dry-meat/dry-wors-80g/p/2262052","https://cdn.mafrservices.com/pim-content/UAE/media/product/2262052/1760520006/2262052_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dry-meat/dry-wors-80g/p/2262052","Kvik Dried Beef Sausage Biltong 80g","AED 26.45 per Kilo","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/hana-chicken-mortadella-plain/p/1871974","https://cdn.mafrservices.com/sys-master-root/h09/h6b/49111778066462/1871974_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/crf-chicken-mortadelle-olives-200g/p/1350800","Carrefour Olives Chicken Mortadella, 200g","AED 169.90 per Kilo","5",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/crf-low-fat-anchovy-fillets-100g/p/1715047","https://cdn.mafrservices.com/sys-master-root/h47/hcb/62937343197214/1715047_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/crf-low-fat-anchovy-fillets-100g/p/1715047","Carrefour Extra Low Fat Anchovy Fillets 100g","500g - Approx 67 pieces/KG","16",".99","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/crf-chicken-mortadelle-olives-200g/p/1350800","https://cdn.mafrservices.com/pim-content/UAE/media/product/1350800/1752202803/1350800_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/hana-chicken-mortadella-plain/p/1871974","Hana Plain Chicken Mortadella","","15",".25",""
"","https://www.carrefouruae.com/mafuae/en/chicken/lolo-chick-mort-spicy-low-fat/p/913829","https://cdn.mafrservices.com/pim-content/UAE/media/product/913829/1746763467/913829_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/tulkarem-smoke-beef-mort-olives/p/1877046","Tulkarem Smoked Beef Mortadella with Olives","200g - Approx 67 pieces/KG","7",".10","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/hana-chicken-mortadella-olives/p/1871975","https://cdn.mafrservices.com/sys-master-root/ha0/hd4/49111777083422/1871975_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/lolo-chick-mort-spicy-low-fat/p/913829","Lolo Low-Fat Spicy Chicken Mortadella","300g - Approx 3 pieces/KG","10",".05","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","https://www.carrefouruae.com/mafuae/en/chicken/lolo-chick-mort-olives-low-fat/p/913828","https://cdn.mafrservices.com/pim-content/UAE/media/product/913828/1746608404/913828_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/hana-chicken-mortadella-olives/p/1871975","Hana Chicken Mortadella with Olives","500g - Approx 67 pieces/KG","15",".25","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/tulkarem-smoke-beef-mort-olives/p/1877046","https://cdn.mafrservices.com/sys-master-root/hb4/hfc/33682977980446/1877046_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/lolo-chick-mort-olives-low-fat/p/913828","Lolo Low Fat Mortadella Chicken with Olives","300g - Approx 23 pieces/KG","10",".05",""
"","","","https://www.carrefouruae.com/mafuae/en/chicken/nova-randa-chicken-mortadella-plain/p/1871969","Nova Randa Plain Chicken Mortadella","500g - Approx 67 pieces/KG","15",".25","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/tulkarem-smoked-beef-roast-extra/p/1877109","Tulkarem Extra Roast Beef","100g - Approx 50 pieces/KG","9",".05","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/pickles/magdous-w-oil-syrian/p/66059","Magdous in Oil","250g - Approx 15 pieces/KG","9",".00","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/nova-randa-chick-mort-plain-400g/p/1871668","Nova Randa Plain Chicken Mortadella 400g","","13",".39","Tod. 12:00 PM"
"Extra 10% off, code - FOOD10","","","https://www.carrefouruae.com/mafuae/en/chicken/tulkarem-smoke-chick-mort-olives/p/1877107","Tulkarem Smoked Chicken Mortadella with Olives","200g - Approx 67 pieces/KG","7",".10","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/siniora-mort-turk-smok-pepper/p/1264667","Siniora Smoked Pepper Turkey Mortadella","300g - Approx 33 pieces/KG","11",".85","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/hana-smoked-chicken-breast-tandoori/p/1871973","Hana Tandoori Smoked Chicken Breast","500g - Approx 50 pieces/KG","33",".75","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/dry-fish/dry-queen-fish/p/2206003","Dry Queen Fish 150g","","8",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-mort-pepper-500g/p/1311782","Siniora Pepper Beef Mortadella 500g","AED 40.98 per Kilo","20",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/tulkarem-smoke-chickmort-pepper/p/1877106","Tulkarem Smoked Pepper Chicken Mortadella","200g - Approx 67 pieces/KG","7",".10","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-chick-plain-500g/p/1311785","Siniora Plain Chicken Mortadella 500g","AED 40.98 per Kilo","20",".49","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/olives/green-olives-with-oil-jordan-750g/p/1256861","Green Olives In Oil 750g","","20",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stufed-red-pep/p/1096533","Red Pepper-Stuffed Green Olive","200g - Approx 5 pieces/KG","10",".10","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/tulkarem-smoke-chick-mort-extra/p/1877105","Tulkarem Extra Smoked Chicken Mortadella","200g - Approx 67 pieces/KG","7",".10","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/antipasti/renna-s-peppers-zefirino-stuffed-w-/p/1083927","Renna Small Zefirino Peppers Stuffed With Cheese","100g - Approx 10 pieces/KG","20",".90","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/turkey/siniora-mort-turk-smok-olives/p/1264668","Siniora Smoked Turkey Mortadella with Olives","300g - Approx 33 pieces/KG","11",".85",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/chicken/crf-chicken-mortadelle-mexican-200g/p/1350798","Carrefour Mexican Chicken Mortadella, 200g","AED 26.45 per Kilo","5",".29","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/tulkarem-smoke-turkey-mort-plain/p/1877041","Tulkarem Smoked Plain Turkey Mortadella","200g - Approx 67 pieces/KG","7",".10","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/tulkarem-smoke-beef-mort-pepper/p/1877045","Tulkarem Smoked Pepper Beef Mortadella","200g - Approx 67 pieces/KG","7",".10","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/crf-beef-mortadella-200gx2/p/1358703","Carrefour Beef Mortadella Plain 200g Pack of 2","AED 43.22 per Kilo","17",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/antipasti/renna-anchovy-fillets-in-spicy-sauc/p/1083902","Renna Anchovy Fillets In Spicy Sauce","100g - Approx 10 pieces/KG","18",".90","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/dry-fish/dry-shark/p/2206002","Dry Shark 150g","100g - Approx 50 pieces/KG","8",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/tulkarem-smoke-chicken-breast-roast/p/1877110","Tulkarem Smoked Roasted Chicken Breast","AED 24.98 per Kilo","7",".65","Only 2 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/pickles/palestine-hot-chili-paste-500g/p/1609917","Palestinian Hot Chili Paste 500g","","12",".49",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/beef/mort-edge/p/67520","Mortadella Edge","250g - Approx 22 pieces/KG","7",".22","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/tulkarem-smoke-beef-mort-olive-pepr/p/1877047","Tulkarem Smoked Pepper Beef Mortadella with Olives","200g - Approx 67 pieces/KG","7",".10","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/green-olives-zaatar-jordan-750g/p/1256862","Green Olives With Zaatar 750g","200g - Approx 5 pieces/KG","21",".49","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/olives/olives-green-stufed-h-pepper/p/1117448","Hot Pepper-Stuffed Green Olives","","10",".10",""
"","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-six-gun-chilli-80g/p/2260414","Lekker Biltong Six Gun Chilli 80g","200g - Approx 7 pieces/KG","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/antipasti/renna-antipasto-italia/p/1083919","Renna Antipasto Italia","AED 40.98 per Kilo","25",".80","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-sweet-and-spicy-80g/p/2260420","Lekker Biltong Sweet And Spicy 80g","","22",".49","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-chick-olive-500g/p/1311786","Siniora Chicken Mortadella with Olives 500g","","20",".49",""
"","","","https://www.carrefouruae.com/mafuae/en/salamis/tulkarem-beef-salami-kg/p/1877113","Tulkarem Beef Salami","500g - Approx 2 pieces/KG","39",".25","Only 2 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/crf-mortad-roll-chick-mex-250g/p/1450346","Carrefour Mexican Chicken Mortadella Roll 250g","AED 25.16 per Kilo","6",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/tulkarem-smoke-turkey-mort-pepper/p/1877042","Tulkarem Smoked Pepper Turkey Mortadella","200g - Approx 67 pieces/KG","7",".10","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-sticks-dynamite-80g/p/2260407","Lekker Biltong Sticks Dynamite 80g","","22",".49",""
"","","","https://www.carrefouruae.com/mafuae/en/pickles/palestine-pearl-spicy-salad-700g/p/1609916","Palestinian Pearl Spicy Salad 700g","AED 36.41 per Kilo","25",".49","Tod. 12:00 PM","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/salami-dried-beef-200g/p/1199127","Salami Dried Beef 200g","700g - Approx 1 piece/KG","65",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/palestinian-pearls-spicy-salad/p/1220349","Palestinian Spicy Pearls Salad","","25",".89","Only 2 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/dry-meat/classic-biltong-80g/p/2262053","Kvik Dried Beef Classic Biltong 80g","","22",".49","Tod. 12:00 PM"
"","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-sticks-traditional-80g/p/2260418","Lekker Biltong Sticks Traditional 80g","AED 40.98 per Kilo","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-beef-pistachio-500g/p/1311784","Siniora Beef Mortadella with Pistachios 500g","250g - Approx 4 pieces/KG","20",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/eurogourmet-veal-breakfast/p/2245123","Euro Gourmet  Veal Breakfast","AED 29.95 per Kilo","31",".25","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/crf-chicken-mortadelle-plain-200g/p/1350801","Carrefour Plain Chicken Mortadella, 200g","","5",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-smokey-barbeque-80g/p/2260405","Lekker Biltong Smokey Barbeque 80g","250g - Approx 4 pieces/KG","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/dry-meat/biltong-garlic-barbeque-80g/p/2260408","Lekker Biltong Garlic Barbeque 80g","250g - Approx 4 pieces/KG","22",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/eurogourmet-chicken-shape-olive/p/2245124","Euro Gourmet  Chicken Shape With Olives","","22",".62","Tod. 12:00 PM","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/eurogourmet-chicken-shape-pepper/p/2245144","Euro Gourmet  Chicken Shape With Peppers","","22",".62","Tod. 12:00 PM"
