"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"","https://www.carrefouruae.com/mafuae/en/french-cheese/crf-cheese-coulommiers-350g/p/229469","https://cdn.mafrservices.com/sys-master-root/h70/hfe/12659730677790/229469_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/crf-cheese-coulommiers-350g/p/229469","Carrefour Coulommiers 350g","30",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-ossau-iraty/p/1755579","https://cdn.mafrservices.com/sys-master-root/h26/hf6/12005527781406/1755579_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/jacquin-buchette-ash-150g/p/1851279","Jacquin Ash Buchette 150g","AED 86.54 per Kilo","32",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/jacquin-buchette-ash-150g/p/1851279","https://cdn.mafrservices.com/sys-master-root/hab/h0a/49604531453982/1851279_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-ossau-iraty/p/1755579","Ossau Iraty Skin-Pack Cheese","39",".00","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-uht-30-20clx3/p/1009928","https://cdn.mafrservices.com/sys-master-root/hc0/h5e/8948839186462/1009928_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-uht-30-20clx3/p/1009928","Carrefour Fluide Entiere Fresh Cream, 200ml, Pack of 3","33",".29","","","200g - Pack size Approx. 200-300g","AED 55.48 per Liter","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-tasty-bega/p/1067513","https://cdn.mafrservices.com/pim-content/UAE/media/product/1067513/1756372205/1067513_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/akawi-cheese-kg/p/2246554","Akawi Cheese","25",".25","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/akawi-cheese-kg/p/2246554","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246554/1751954403/2246554_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-tasty-bega/p/1067513","Bega Tasty Cheddar Cheese","500g - Approx 2 pieces/KG","19",".25","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yogurt-blueberry-180g/p/1364510","https://cdn.mafrservices.com/pim-content/UAE/media/product/1364510/1748923203/1364510_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yogurt-blueberry-180g/p/1364510","Balade Greek Style Blueberry Yogurt, 180g","6",".59","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yog-fromage-blanc-van20-100gx8/p/242087","https://cdn.mafrservices.com/sys-master-root/h23/h13/12635999567902/242087_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yog-fromage-blanc-van20-100gx8/p/242087","Carrefour Saveur Vanilla Yogurt, 100g, Pack of 8","25",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","250g - Approx 36 pieces/KG","AED 36.61 per Kilo","AED 32.49 per Kilo",""
"","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/crf-cheese-slices-x16-300g/p/1010415","https://cdn.mafrservices.com/sys-master-root/heb/h71/46641004838942/1010415_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/crf-cheese-slices-x16-300g/p/1010415","Carrefour Croque Monsieur Cheese Slices 300g","22",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/french-cheese/mimolette-mature/p/870305","https://cdn.mafrservices.com/pim-content/UAE/media/product/870305/1764914442/870305_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/mimolette-mature/p/870305","Mature Mimolette","AED 4.75 per Kilo","29",".25","Only 1 left","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/wensleydale-cranberries-hawes/p/1902573","https://cdn.mafrservices.com/sys-master-root/ha1/hff/49363777650718/1902573_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-roquefort/p/1755545","Roquefort Skin-Pack Cheese","45",".00","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-roquefort/p/1755545","https://cdn.mafrservices.com/pim-content/UAE/media/product/1755545/1769680800/1755545_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/wensleydale-cranberries-hawes/p/1902573","Wensleydale with Cranberries","25",".80","Tom. 10:00 AM","","150g - Approx 7 pieces/KG","200g - Pack size Approx. 200-300g","200g - Approx 5 pieces/KG",""
"","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/jenan-dha-omega-3-eggs-x30/p/1591725","https://cdn.mafrservices.com/pim-content/UAE/media/product/1591725/1746097805/1591725_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-confit-thyme-125g/p/1911097","L epicurien Confit De Thym Sauvage Paste","24",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-confit-thyme-125g/p/1911097","https://cdn.mafrservices.com/pim-content/UAE/media/product/1911097/1761202806/1911097_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-appenzeller/p/1755548","Appenzeller Skin-Pack Cheese","200g - Pack size Approx. 200-300g","41",".80","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-jam-wild-blueberry-125g/p/1911100","https://cdn.mafrservices.com/pim-content/UAE/media/product/1911100/1761202806/1911100_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/jenan-dha-omega-3-eggs-x30/p/1591725","Jenan DHA Omega 3 With Vitamin D Eggs 30 PCS","40",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-appenzeller/p/1755548","https://cdn.mafrservices.com/pim-content/UAE/media/product/1755548/1769680800/1755548_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-jam-wild-blueberry-125g/p/1911100","L epicurien Myrtille Savage Jam","27",".49","","","","","",""
"","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yogurt-fromage-frais-fat-20-1k/p/242085","https://cdn.mafrservices.com/sys-master-root/h52/h0c/12635999764510/242085_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yogurt-fromage-frais-fat-20-1k/p/242085","Carrefour Fromage Frais Yogurt, 1kg","24",".29","Only 4 left","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-moliterno-al-tartufo/p/1755554","https://cdn.mafrservices.com/pim-content/UAE/media/product/1755554/1773914400/1755554_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-moliterno-al-tartufo/p/1755554","Skn Moliterno Al Tartufo","200g - Pack size Approx. 200-300g","77",".80","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/brown-eggs/crf-me-egg-brown-medium-x30/p/1886161","https://cdn.mafrservices.com/sys-master-root/hcf/h25/51110226001950/1886161_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brown-eggs/crf-me-egg-brown-medium-x30/p/1886161","Carrefour Fresh Brown Eggs, Medium, 30 PCS","21",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/western-cheese/map-goat-cheese-sliecs-150g/p/1812619","https://cdn.mafrservices.com/pim-content/UAE/media/product/1812619/1735301403/1812619_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/map-goat-cheese-sliecs-150g/p/1812619","Adi Smoked Processed Goat Cheese 150g","19",".49","Tom. 10:00 AM","","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/labneh/pinar-labneh-200gr/p/11411","https://cdn.mafrservices.com/pim-content/UAE/media/product/11411/1760415004/11411_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/pinar-labneh-200gr/p/11411","Pinar Creamy Labneh, 200g","11",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-quince-paste-125g/p/1911094","https://cdn.mafrservices.com/pim-content/UAE/media/product/1911094/1761202806/1911094_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-quince-paste-125g/p/1911094","L epicurien Pate De Coings Paste","AED 59.95 per Kilo","24",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/crf-mozzarella-shredded-uae-1kg/p/2166022","https://cdn.mafrservices.com/pim-content/UAE/media/product/2166022/1757218204/2166022_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-st-agur/p/1755546","Saint Agur Skin-Pack Cheese","47",".80","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-st-agur/p/1755546","https://cdn.mafrservices.com/sys-master-root/h6f/h2c/12004415111198/1755546_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/crf-mozzarella-shredded-uae-1kg/p/2166022","Carrefour Shredded Mozzarella Cheese, 1kg","41",".29","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","200g - Pack size Approx. 200-300g","","",""
"","https://www.carrefouruae.com/mafuae/en/french-cheese/beaufort-6-months-kg/p/71157","https://cdn.mafrservices.com/pim-content/UAE/media/product/71157/1734598803/71157_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/domiyati-domty/p/1154301","Domty Domiyati Cheese","16",".50","Only 2 left","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/domiyati-domty/p/1154301","https://cdn.mafrservices.com/pim-content/UAE/media/product/1154301/1762157184/1154301_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/truffle-stracciatella-250g/p/1590749","Truffle Stracciatella 250g","500g - Approx 5 pieces/KG","55",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-spread-rose-petals-125g/p/1911099","https://cdn.mafrservices.com/pim-content/UAE/media/product/1911099/1761202806/1911099_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/beaufort-6-months-kg/p/71157","Beaufort 6 Months","32",".25","Tom. 10:00 AM","Only 1 left","","https://www.carrefouruae.com/mafuae/en/italian-cheese/truffle-stracciatella-250g/p/1590749","https://cdn.mafrservices.com/sys-master-root/h4a/hae/49312324452382/1590749_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/epi-spread-rose-petals-125g/p/1911099","L epicurien Petales De Roses De Nos Jardins Spread","24",".49","Tom. 10:00 AM","","150g - Approx 10 pieces/KG","","",""
"","https://www.carrefouruae.com/mafuae/en/white-eggs/crf-me-egg-white-medium-x30/p/1886169","https://cdn.mafrservices.com/sys-master-root/hf3/h73/51110225838110/1886169_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/fresh-cheese-w-herbs-garlic/p/71383","Fresh Cheese With Herbs And Garlic","14",".50","Only 2 left","https://www.carrefouruae.com/mafuae/en/french-cheese/fresh-cheese-w-herbs-garlic/p/71383","https://cdn.mafrservices.com/sys-master-root/hf3/hce/13708918652958/71383_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/neufchatel-villiers-coeur-x-6-45-/p/1116398","Neufchatel Villiers Coeur 45% 6 Pieces","100g - Approx 10 pieces/KG","30",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yog-froma-blanc-plain20-100gx8/p/242083","https://cdn.mafrservices.com/sys-master-root/he5/he8/46608143450142/242083_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/white-eggs/crf-me-egg-white-medium-x30/p/1886169","Carrefour Fresh White Eggs, Medium, 30 PCS","21",".29","Only 2 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/goat-cheese/neufchatel-villiers-coeur-x-6-45-/p/1116398","https://cdn.mafrservices.com/pim-content/UAE/media/product/1116398/1739779203/1116398_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/ethnic-yoghurt/crf-yog-froma-blanc-plain20-100gx8/p/242083","Carrefour Classic Plain Fromage Blanc Yogurt, 100g, Pack of 8","22",".99","Tom. 10:00 AM","","AED 28.74 per Kilo","","",""
"","https://www.carrefouruae.com/mafuae/en/spain-cheese/fig-bread-with-nuts-400g/p/1279650","https://cdn.mafrservices.com/sys-master-root/h07/h51/14623043387422/1279650_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/camembert-d-isigny-raw-milk-250g/p/1814813","Camembert D'Isigny Raw Milk 250g","42",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/camembert-d-isigny-raw-milk-250g/p/1814813","https://cdn.mafrservices.com/sys-master-root/hcf/hd9/52056672403486/1814813_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/blue-cheese/gorgonzola/p/71362","Gorgonzola","250g - Approx 40 pieces/KG","39",".75","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-blue-dauvergne/p/1755541","https://cdn.mafrservices.com/sys-master-root/hdb/h9c/12005528862750/1755541_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-blue-dauvergne/p/1755541","Bleu D Auvergne Skin-Pack Cheese","23",".80","Tom. 10:00 AM","Only 4 left","","https://www.carrefouruae.com/mafuae/en/blue-cheese/gorgonzola/p/71362","https://cdn.mafrservices.com/sys-master-root/hce/h53/11151617654814/71362_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spain-cheese/fig-bread-with-nuts-400g/p/1279650","Fig Bread With Nuts 400g","53",".49","Tom. 10:00 AM","","200g - Pack size Approx. 200-300g","","",""
"","https://www.carrefouruae.com/mafuae/en/french-cheese/crf-comte-aop-cheese-250g/p/1426594","https://cdn.mafrservices.com/sys-master-root/hf5/hce/46641014374430/1426594_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/ria-roule-pineapple/p/1910785","Rians Le Roule Pineapple","16",".90","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/french-cheese/ria-roule-pineapple/p/1910785","https://cdn.mafrservices.com/pim-content/UAE/media/product/1910785/1731052804/1910785_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/crf-comte-aop-cheese-250g/p/1426594","Carrefour Extra Comte AOP Cheese 250g","100g - Approx 10 pieces/KG","47",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/crf-plain-cheese-spread-300g-tray-/p/1873762","https://cdn.mafrservices.com/pim-content/UAE/media/product/1873762/1733883004/1873762_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/crf-plain-cheese-spread-300g-tray-/p/1873762","Carrefour Classic Plain Cheese Spread Tray 300g","17",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-fol-epi/p/1755575","https://cdn.mafrservices.com/sys-master-root/hbc/hd8/13704852570142/1755575_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-fol-epi/p/1755575","Skn Foli Cheese","47",".80","","","AED 189.16 per Kilo","AED 57.63 per Kilo","200g - Pack size Approx. 200-300g",""
"","https://www.carrefouruae.com/mafuae/en/goat-cheese/crf-cheese-cabecou-35gx3/p/1115142","https://cdn.mafrservices.com/sys-master-root/h3d/h15/8948835975198/1115142_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-buche-de-chevre-rondin/p/1755570","Buche De Chevre Cheese","31",".80","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-buche-de-chevre-rondin/p/1755570","https://cdn.mafrservices.com/pim-content/UAE/media/product/1755570/1774285200/1755570_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/fol-epi-50-/p/71652","Fol Epi Cheese 50%","200g - Pack size Approx. 200-300g","21",".90","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/italian-cheese/bus-pecorino-pistachio-dop/p/1910778","https://cdn.mafrservices.com/pim-content/UAE/media/product/1910778/1733983203/1910778_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/crf-cheese-cabecou-35gx3/p/1115142","Carrefour Cabecou Cheese 35g Pack of 3","20",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/french-cheese/fol-epi-50-/p/71652","https://cdn.mafrservices.com/sys-master-root/h31/ha8/13708920356894/71652_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/bus-pecorino-pistachio-dop/p/1910778","Busti Pecorino Pistachio DOP","19",".90","","","100g - Approx 10 pieces/KG","AED 199.90 per Kilo","100g - Approx 10 pieces/KG",""
"","https://www.carrefouruae.com/mafuae/en/camel-sheep-goat-yoghurt/crf-yogurt-fromage-blanc-sheep-400g/p/1481239","https://cdn.mafrservices.com/sys-master-root/h5b/hc7/12073420652574/1481239_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/camel-sheep-goat-yoghurt/crf-yogurt-fromage-blanc-sheep-400g/p/1481239","Carrefour Sheep Fromage Blanc Yogurt, 400g","24",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/italian-cheese/bocconcini-200g/p/1165988","https://cdn.mafrservices.com/sys-master-root/hab/h8b/49312322846750/1165988_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whipping-cream/crf-cream-uht-bottle-12-25clx2/p/1207629","Carrefour UHT Cream, 250ml, Pack of 2","AED 60.72 per Kilo","23",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/whipping-cream/crf-cream-uht-bottle-12-25clx2/p/1207629","https://cdn.mafrservices.com/sys-master-root/hbc/h06/46607900508190/1207629_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/bocconcini-200g/p/1165988","Bocconcini 200g","25",".49","Only 2 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/french-cheese/buche-chevre-la-fontaine/p/1116414","https://cdn.mafrservices.com/pim-content/UAE/media/product/1116414/1735243803/1116414_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/buche-chevre-la-fontaine/p/1116414","Buche De Chevre Cheese","41",".65","Tom. 10:00 AM","","AED 46.58 per Liter","350g - Approx 7 pieces/KG","",""
"","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-mimolette-mature/p/1755577","https://cdn.mafrservices.com/sys-master-root/h41/h3e/14623166758942/1755577_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spain-cheese/fig-paste-200g/p/2135641","Fig Paste 200g","20",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spain-cheese/fig-paste-200g/p/2135641","https://cdn.mafrservices.com/pim-content/UAE/media/product/2135641/1734591603/2135641_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/chamois-dor/p/71044","Chamois D'Or","AED 102.45 per Kilo","19",".90","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/french-cheese/appenzell/p/71125","https://cdn.mafrservices.com/pim-content/UAE/media/product/71125/1759384807/71125_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/appenzell/p/71125","Appenzeller Cheese","37",".80","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/french-cheese/chamois-dor/p/71044","https://cdn.mafrservices.com/pim-content/UAE/media/product/71044/1756588001/71044_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-mimolette-mature/p/1755577","Mature Mimolette Skin-Pack Cheese","33",".80","","","100g - Approx 10 pieces/KG","200g - Approx 7 pieces/KG","200g - Pack size Approx. 200-300g",""
"","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/lurpak-butter-salted-400g/p/76731","https://cdn.mafrservices.com/pim-content/UAE/media/product/76731/1764389405/76731_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-beaufort/p/1755567","Beaufort Skin-Pack Cheese","47",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-beaufort/p/1755567","https://cdn.mafrservices.com/pim-content/UAE/media/product/1755567/1769680800/1755567_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/lurpak-butter-salted-400g/p/76731","Lurpak Salted Soft Butter, 400g","200g - Pack size Approx. 200-300g","24",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-soja-vanilla-100gx4/p/1501076","https://cdn.mafrservices.com/sys-master-root/he5/he9/12659646365726/1501076_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/blue-cheese/danablue/p/71273","Danablue","19",".70","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/blue-cheese/danablue/p/71273","https://cdn.mafrservices.com/pim-content/UAE/media/product/71273/1756372205/71273_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-soja-vanilla-100gx4/p/1501076","Carrefour Vanilla Soya Dessert, 100g, Pack of 4","13",".99","","","AED 61.22 per Kilo","200g - Approx 5 pieces/KG","AED 34.98 per Kilo",""
